-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	410	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	236	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	372	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	0	440	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	434	-1	-1	0	-1	-1	-1	1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	422	-1	-1	-1	-1	274	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	414	-1	-1	-1	0	412	-1	-1	-1	-1	-1	-1	-1	408	-1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	396	-1	1	-1	-1	-1	0	-1	392	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	238	296	-1	-1	296	-1	-1	-1	380	-1	-1	-1	-1	-1	-1	0	-1	376	-1	-1	1	-1	-1	-1	0	-1	-1	5	0	-1	370	-1	-1	-1	222	-1	-1	-1	-1	-1
-1	296	9	2	296	-1	9	734	442	588	734	9	734	588	734	10	734	442	588	734	1	734	588	734	2	734	296	734	10	588	442	588	734	588	426	442	9	734	150	734	8	734	588	734	588	734	442	734	296	9	734	442	734	9	1	442	588	8	3	296	588	296	9	588	296	588	8	588	410	588	9	588	150	442	8	2	588	296	9	8	588	404	734	734	442	588	734	9	150	588	150	8	3	442	150	734	5	296	588	296	7	150	734	150	8	3	442	-1	7	2	588	296	7	5	150	296	442	8	296	734	442	734	0	588	734	7	0	588	-1	8	4	-1	442	-1	7	442	588	-1	6	-1	734	150	8	3	228	-1	3	1	442	442	7	8	-1	224	734	734	296	442	734	7	-1	-1	-1
-1	-1	11	11	440	-1	13	10	-1	-1	11	10	-1	-1	15	11	-1	434	-1	12	16	-1	1	12	13	-1	284	1	12	-1	-1	1	11	-1	-1	-1	10	-1	-1	-1	9	14	-1	-1	10	12	-1	274	-1	12	-1	-1	2	13	-1	-1	-1	12	13	414	0	1	11	-1	266	0	13	-1	-1	-1	12	1	408	-1	12	-1	-1	-1	12	11	-1	-1	0	12	-1	402	0	11	-1	-1	-1	12	-1	-1	-1	1	13	-1	396	0	12	-1	-1	1	12	-1	392	1	2	-1	-1	1	13	-1	-1	388	2	10	-1	-1	2	2	-1	238	1	12	-1	-1	1	13	10	380	-1	1	0	-1	-1	0	9	-1	376	0	2	-1	82	-1	4	8	588	-1	5	4	588	370	0	1	588	-1	12	-1	-1	-1	-1
-1	1	13	11	13	0	14	13	15	1	12	14	-1	-1	-1	1	-1	13	1	14	14	432	-1	14	13	13	430	14	14	15	282	0	16	-1	17	-1	18	-1	19	27	12	20	24	-1	25	13	19	26	20	27	32	21	28	14	-1	30	1	22	9	23	32	21	12	-1	412	-1	24	-1	410	-1	22	35	262	26	13	27	260	28	38	29	39	1	40	11	41	256	44	12	45	400	46	44	47	398	1	11	45	23	-1	24	10	25	394	0	13	26	30	1	27	10	28	31	29	32	242	33	-1	34	47	386	48	55	49	384	-1	50	-1	51	-1	52	58	53	59	54	60	-1	30	-1	55	31	230	0	4	12	32	35	33	36	34	37	35	38	36	60	-1	1	61	368	62	-1	-1	-1	-1
-1	-1	14	12	1	14	-1	13	-1	292	13	14	12	436	-1	-1	11	288	2	10	13	286	-1	18	14	-1	19	-1	13	20	428	-1	12	20	280	21	22	22	424	23	13	12	24	276	-1	-1	-1	128	-1	13	-1	418	-1	-1	-1	-1	-1	-1	10	268	-1	-1	13	-1	266	-1	11	13	-1	-1	-1	-1	-1	-1	-1	-1	406	-1	-1	13	-1	404	-1	-1	-1	-1	-1	42	13	43	-1	-1	12	252	-1	-1	10	-1	104	-1	-1	-1	248	-1	10	12	-1	-1	-1	12	390	-1	-1	6	-1	388	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	236	-1	-1	13	380	-1	-1	-1	-1	-1	7	-1	-1	84	1	-1	-1	374	-1	-1	-1	372	-1	-1	-1	-1	224	298	3	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	13	444	298	444	-1	736	438	736	298	736	590	736	590	736	590	152	736	444	432	736	152	590	444	590	152	590	152	590	152	13	590	426	444	14	590	278	736	152	736	422	298	736	152	736	420	736	13	736	444	298	590	152	590	-1	590	12	414	590	298	590	298	590	152	590	444	590	444	298	444	408	-1	14	-1	698	298	152	298	-1	696	444	13	444	402	444	152	444	692	444	444	152	398	152	444	152	298	396	298	444	298	394	152	14	152	392	444	298	13	682	-1	14	444	242	298	-1	298	-1	386	-1	-1	298	384	298	9	444	382	-1	298	-1	444	-1	13	444	152	444	152	-1	590	376	-1	152	444	-1	444	444	-1	444	-1	9	-1	-1	370	-1	12	-1	222	444	736	-1	-1	-1
-1	-1	14	-1	732	-1	13	14	-1	730	-1	-1	152	728	152	-1	14	288	-1	13	-1	578	-1	15	-1	-1	284	-1	-1	-1	-1	-1	14	-1	718	-1	-1	-1	444	-1	444	14	444	276	-1	14	-1	128	-1	-1	-1	418	-1	14	298	-1	-1	14	13	706	-1	-1	-1	14	266	-1	-1	-1	702	-1	9	-1	444	-1	-1	590	114	444	10	-1	-1	404	736	-1	736	694	590	-1	-1	590	-1	590	-1	252	-1	590	-1	-1	104	-1	590	-1	248	-1	-1	590	-1	-1	736	590	390	590	-1	444	388	736	444	-1	736	-1	736	736	590	444	590	-1	-1	590	-1	590	-1	526	-1	-1	590	-1	-1	-1	10	-1	230	-1	-1	-1	520	-1	590	152	664	590	-1	-1	-1	224	152	-1	590	590	736	736	-1	-1	-1
-1	-1	13	2	440	-1	-1	-1	-1	438	13	15	-1	144	-1	-1	-1	434	13	15	-1	724	14	12	16	15	138	-1	16	-1	428	-1	-1	-1	426	-1	-1	-1	570	-1	18	-1	422	19	-1	20	-1	21	10	-1	-1	710	-1	-1	-1	416	-1	-1	-1	268	-1	10	14	-1	120	-1	-1	-1	-1	-1	10	-1	700	-1	-1	-1	698	-1	-1	14	-1	696	-1	-1	-1	402	-1	13	-1	400	-1	13	-1	544	-1	-1	-1	-1	542	-1	-1	-1	686	-1	-1	-1	392	-1	9	-1	682	-1	-1	13	242	680	-1	11	-1	386	-1	-1	-1	676	-1	-1	-1	528	-1	-1	-1	234	-1	298	-1	-1	670	-1	-1	-1	668	-1	-1	-1	82	-1	7	-1	226	-1	-1	6	-1	662	-1	-1	-1	222	-1	-1	-1	-1	-1
-1	-1	-1	13	732	12	-1	-1	14	-1	14	15	-1	436	16	15	-1	-1	17	13	16	578	-1	20	17	-1	18	17	-1	19	720	17	20	22	21	22	22	-1	23	22	24	24	568	25	27	26	-1	420	27	22	-1	28	29	31	23	416	24	-1	31	32	-1	25	34	33	35	26	15	27	25	37	28	26	29	39	30	-1	31	39	32	40	42	40	-1	41	-1	694	43	43	-1	692	44	44	45	252	47	13	48	46	-1	47	45	50	394	33	48	27	-1	28	35	48	29	49	37	-1	38	388	51	54	-1	55	-1	56	-1	57	-1	58	60	59	61	60	62	234	63	14	64	62	232	30	52	31	230	32	5	33	666	34	43	-1	35	54	36	8	46	224	47	37	298	71	-1	72	-1	70	73
-1	-1	15	-1	440	-1	-1	15	-1	730	14	37	-1	728	-1	-1	-1	726	-1	-1	-1	17	-1	18	16	-1	19	-1	11	20	428	-1	14	-1	280	-1	15	-1	570	-1	10	-1	-1	714	-1	15	-1	274	-1	-1	-1	710	-1	15	-1	124	-1	-1	15	706	-1	-1	-1	-1	704	-1	-1	-1	556	-1	-1	-1	554	-1	-1	-1	698	-1	-1	-1	-1	696	-1	14	-1	256	-1	-1	-1	254	-1	-1	-1	690	-1	8	-1	-1	688	-1	14	-1	686	-1	-1	-1	392	-1	-1	-1	244	-1	-1	-1	242	-1	300	-1	300	678	-1	-1	-1	676	-1	300	-1	674	-1	15	300	-1	-1	-1	-1	-1	670	-1	-1	-1	84	-1	-1	-1	228	-1	-1	-1	-1	-1	-1	-1	-1	662	-1	300	300	-1	-1	-1	-1	-1	-1
